qseqid	sseqid	pident	length	evalue	bitscore
sp|P57723|PCBP4_HUMAN	sp|P38151|PBP2_YEAST	28.889	360	3.52e-30	118.0
sp|P57789|KCNKA_HUMAN	sp|P40310|TOK1_YEAST	25.238	210	1.48e-13	71.2
sp|P59998|ARPC4_HUMAN	sp|P33204|ARPC4_YEAST	68.639	169	1.63e-79	231.0
sp|P60002|ELOF1_HUMAN	sp|P36053|ELF1_YEAST	51.807	83	1.3e-25	90.5
sp|P60059|SC61G_HUMAN	sp|P35179|SC61G_YEAST	46.154	65	4.87e-17	66.2
sp|P60174|TPIS_HUMAN	sp|P00942|TPIS_YEAST	53.036	247	7.93e-94	274.0
sp|P60468|SC61B_HUMAN	sp|P52871|SC6B2_YEAST	34.375	64	1.07e-06	41.2
sp|P60484|PTEN_HUMAN	sp|P53916|TEP1_YEAST	27.35	234	3.14e-19	87.0
sp|P60602|ROMO1_HUMAN	sp|Q02889|MGR2_YEAST	43.038	79	4.27e-13	57.4
sp|P60604|UB2G2_HUMAN	sp|Q02159|UBC7_YEAST	62.424	165	3.44e-71	210.0
sp|P60709|ACTB_HUMAN	sp|P60010|ACT_YEAST	88.8	375	0.0	721.0
sp|P60866|RS20_HUMAN	sp|P38701|RS20_YEAST	62.887	97	1.4e-41	131.0
sp|P60896|SEM1_HUMAN	sp|O94742|SEM1_YEAST	48.214	56	5.25e-12	53.9
sp|P60900|PSA6_HUMAN	sp|P21243|PSA1_YEAST	54.321	243	6.77e-87	256.0
sp|P60953|CDC42_HUMAN	sp|P19073|CDC42_YEAST	80.105	191	7.57e-116	325.0
sp|P60983|GMFB_HUMAN	sp|Q12156|AIM7_YEAST	29.885	87	8.97e-06	41.2
sp|P61009|SPCS3_HUMAN	sp|Q12133|SPC3_YEAST	36.957	92	8.36e-18	75.1
sp|P61011|SRP54_HUMAN	sp|P20424|SRP54_YEAST	53.061	441	1.31e-159	462.0
sp|P61020|RAB5B_HUMAN	sp|P36017|VPS21_YEAST	59.551	178	7.07e-72	215.0
sp|P61081|UBC12_HUMAN	sp|P52491|UBC12_YEAST	41.489	188	3.5899999999999996e-48	153.0
sp|P61086|UBE2K_HUMAN	sp|P21734|UBC1_YEAST	43.005	193	1.11e-51	164.0
sp|P61088|UBE2N_HUMAN	sp|P52490|UBC13_YEAST	70.27	148	1.12e-78	228.0
sp|P61160|ARP2_HUMAN	sp|P32381|ARP2_YEAST	67.885	383	0.0	548.0
sp|P61218|RPAB2_HUMAN	sp|P20435|RPAB2_YEAST	50.0	142	2.04e-41	132.0
sp|P61221|ABCE1_HUMAN	sp|Q03195|RLI1_YEAST	68.595	605	0.0	878.0
sp|P61224|RAP1B_HUMAN	sp|P13856|RSR1_YEAST	60.479	167	4.1900000000000004e-73	219.0
sp|P61247|RS3A_HUMAN	sp|P33442|RS3A1_YEAST	57.736	265	8.42e-107	308.0
sp|P61254|RL26_HUMAN	sp|P53221|RL26B_YEAST	54.701	117	1.9800000000000003e-43	137.0
sp|P61313|RL15_HUMAN	sp|P54780|RL15B_YEAST	71.569	204	6.42e-107	303.0
sp|P61353|RL27_HUMAN	sp|P0C2H7|RL27B_YEAST	55.882	136	3.54e-55	167.0
sp|P61421|VA0D1_HUMAN	sp|P32366|VA0D_YEAST	45.845	349	1.38e-107	317.0
sp|P61457|PHS_HUMAN	sp|P38744|PHS_YEAST	29.114	79	9.18e-07	42.4
sp|P61513|RL37A_HUMAN	sp|P0CX26|RL43B_YEAST	67.033	91	2.36e-40	126.0
sp|P61586|RHOA_HUMAN	sp|P06780|RHO1_YEAST	73.118	186	1.33e-98	282.0
sp|P61599|NAA20_HUMAN	sp|Q06504|NAT3_YEAST	42.857	196	8.929999999999999e-48	152.0
sp|P61604|CH10_HUMAN	sp|P38910|CH10_YEAST	45.918	98	1.86e-22	82.0
sp|P61619|S61A1_HUMAN	sp|P32915|SC61A_YEAST	56.803	463	0.0	548.0
sp|P61758|PFD3_HUMAN	sp|P48363|PFD3_YEAST	42.775	173	2.08e-37	126.0
sp|P61803|DAD1_HUMAN	sp|P46964|OST2_YEAST	44.565	92	5.5600000000000006e-21	79.3
sp|P61923|COPZ1_HUMAN	sp|P53600|COPZ_YEAST	40.94	149	2.92e-34	117.0
sp|P61927|RL37_HUMAN	sp|P49166|RL37A_YEAST	65.882	85	8.46e-37	117.0
sp|P61962|DCAF7_HUMAN	sp|Q12523|YP247_YEAST	36.196	326	6.03e-55	186.0
sp|P61964|WDR5_HUMAN	sp|P38123|SWD3_YEAST	34.472	322	1.25e-46	158.0
sp|P61970|NTF2_HUMAN	sp|P33331|NTF2_YEAST	44.444	117	4.47e-28	97.8
sp|P62068|UBP46_HUMAN	sp|P38187|UBP13_YEAST	37.627	295	8.08e-63	211.0
sp|P62070|RRAS2_HUMAN	sp|P01119|RAS1_YEAST	64.667	150	3.07e-69	211.0
sp|P62072|TIM10_HUMAN	sp|P87108|TIM10_YEAST	40.625	64	4.99e-19	72.4
sp|P62081|RS7_HUMAN	sp|P26786|RS7A_YEAST	54.974	191	4.979999999999999e-68	204.0
sp|P62166|NCS1_HUMAN	sp|Q06389|NCS1_YEAST	60.0	190	2.21e-83	243.0
sp|P62191|PRS4_HUMAN	sp|P40327|PRS4_YEAST	71.364	440	0.0	621.0
sp|P62195|PRS8_HUMAN	sp|Q01939|PRS8_YEAST	76.607	389	0.0	629.0
sp|P62241|RS8_HUMAN	sp|P0CX39|RS8A_YEAST	61.165	206	7.43e-88	255.0
sp|P62244|RS15A_HUMAN	sp|P0C0W1|RS22A_YEAST	76.923	130	2.04e-75	218.0
sp|P62249|RS16_HUMAN	sp|P0CX52|RS16B_YEAST	65.942	138	9.8e-67	197.0
sp|P62256|UBE2H_HUMAN	sp|P28263|UBC8_YEAST	58.824	153	3.87e-63	192.0
sp|P62258|1433E_HUMAN	sp|P34730|BMH2_YEAST	77.406	239	6.57e-135	379.0
sp|P62263|RS14_HUMAN	sp|P39516|RS14B_YEAST	81.818	121	1.89e-72	211.0
sp|P62266|RS23_HUMAN	sp|P0CX29|RS23A_YEAST	78.169	142	3.53e-80	231.0
sp|P62269|RS18_HUMAN	sp|P0CX56|RS18B_YEAST	70.833	144	1.05e-74	218.0
sp|P62273|RS29_HUMAN	sp|P41057|RS29A_YEAST	65.455	55	4.38e-24	82.8
sp|P62277|RS13_HUMAN	sp|P05756|RS13_YEAST	78.0	150	1.38e-87	250.0
sp|P62280|RS11_HUMAN	sp|P0CX47|RS11A_YEAST	69.872	156	4.1200000000000006e-73	214.0
sp|P62304|RUXE_HUMAN	sp|Q12330|RUXE_YEAST	49.412	85	3.59e-27	93.2
sp|P62306|RUXF_HUMAN	sp|P54999|RUXF_YEAST	59.155	71	4.51e-25	87.4
sp|P62308|RUXG_HUMAN	sp|P40204|RUXG_YEAST	54.795	73	1.2300000000000002e-21	78.2
sp|P62310|LSM3_HUMAN	sp|P57743|LSM3_YEAST	43.529	85	3.62e-20	75.9
sp|P62312|LSM6_HUMAN	sp|Q06406|LSM6_YEAST	41.25	80	1.74e-14	60.5
sp|P62314|SMD1_HUMAN	sp|Q02260|SMD1_YEAST	39.706	136	6.43e-20	77.4
sp|P62316|SMD2_HUMAN	sp|Q06217|SMD2_YEAST	52.679	112	5.7999999999999995e-34	112.0
sp|P62318|SMD3_HUMAN	sp|P43321|SMD3_YEAST	47.368	95	1.8400000000000002e-32	108.0
sp|P62333|PRS10_HUMAN	sp|P53549|PRS10_YEAST	68.586	382	0.0	558.0
sp|P62424|RL7A_HUMAN	sp|P29453|RL8B_YEAST	58.704	247	4.49e-102	296.0
sp|P62487|RPB7_HUMAN	sp|P34087|RPB7_YEAST	42.775	173	1.5e-46	148.0
sp|P62495|ERF1_HUMAN	sp|P12385|ERF1_YEAST	68.224	428	0.0	619.0
sp|P62633|CNBP_HUMAN	sp|P53849|GIS2_YEAST	42.308	130	1.61e-28	101.0
sp|P62701|RS4X_HUMAN	sp|P0CX36|RS4B_YEAST	72.587	259	2.2900000000000002e-144	403.0
sp|P62750|RL23A_HUMAN	sp|P04456|RL25_YEAST	62.698	126	6.499999999999999e-55	167.0
sp|P62753|RS6_HUMAN	sp|P0CX37|RS6A_YEAST	62.762	239	7.98e-99	286.0
sp|P62805|H4_HUMAN	sp|P02309|H4_YEAST	92.233	103	1.12e-52	158.0
sp|P62807|H2B1C_HUMAN	sp|P02293|H2B1_YEAST	72.131	122	1.0399999999999999e-60	181.0
sp|P62820|RAB1A_HUMAN	sp|P01123|YPT1_YEAST	70.874	206	1.15e-107	305.0
sp|P62826|RAN_HUMAN	sp|P32836|GSP2_YEAST	81.69	213	4.75e-131	365.0
sp|P62829|RL23_HUMAN	sp|P0CX42|RL23B_YEAST	80.303	132	6.17e-78	225.0
sp|P62837|UB2D2_HUMAN	sp|P15732|UBC5_YEAST	80.556	144	5.2e-90	256.0
sp|P62841|RS15_HUMAN	sp|Q01855|RS15_YEAST	59.31	145	1.68e-60	181.0
sp|P62847|RS24_HUMAN	sp|P0CX32|RS24B_YEAST	60.976	123	2.3e-50	155.0
sp|P62851|RS25_HUMAN	sp|Q3E792|RS25A_YEAST	49.383	81	6.14e-18	71.6
sp|P62854|RS26_HUMAN	sp|P39938|RS26A_YEAST	70.874	103	1.3299999999999998e-48	149.0
sp|P62857|RS28_HUMAN	sp|Q3E7X9|RS28A_YEAST	75.806	62	2.45e-30	99.4
sp|P62861|RS30_HUMAN	sp|P0CX33|RS30A_YEAST	66.038	53	1.81e-13	58.9
sp|P62875|RPAB5_HUMAN	sp|P22139|RPAB5_YEAST	73.529	68	5.6500000000000004e-33	106.0
sp|P62877|RBX1_HUMAN	sp|Q08273|RBX1_YEAST	56.14	114	8.26e-45	139.0
sp|P62888|RL30_HUMAN	sp|P14120|RL30_YEAST	61.0	100	3.64e-42	132.0
sp|P62899|RL31_HUMAN	sp|P0C2H8|RL31A_YEAST	58.559	111	4.64e-45	140.0
sp|P62906|RL10A_HUMAN	sp|P0CX43|RL1A_YEAST	59.722	216	4.95e-81	239.0
sp|P62910|RL32_HUMAN	sp|P38061|RL32_YEAST	61.24	129	2.3399999999999997e-52	160.0
sp|P62913|RL11_HUMAN	sp|Q3E757|RL11B_YEAST	72.455	167	6.23e-91	261.0
sp|P62917|RL8_HUMAN	sp|P0CX45|RL2A_YEAST	71.654	254	8.79e-133	373.0
sp|P62942|FKB1A_HUMAN	sp|P20081|FKBP_YEAST	57.547	106	3.0200000000000003e-43	135.0
sp|P62979|RS27A_HUMAN	sp|P05759|RS31_YEAST	82.781	151	4.38e-71	209.0
sp|P62987|RL40_HUMAN	sp|P0CH08|RL40A_YEAST	89.844	128	4.37e-84	239.0
sp|P62993|GRB2_HUMAN	sp|Q06449|PIN3_YEAST	51.852	54	7.95e-18	76.6
sp|P63010|AP2B1_HUMAN	sp|P36000|AP1B1_YEAST	37.741	673	1.29e-145	447.0
sp|P63027|VAMP2_HUMAN	sp|P31109|SNC1_YEAST	38.667	75	7.98e-16	66.2
sp|P63096|GNAI1_HUMAN	sp|P10823|GPA2_YEAST	43.769	329	7.31e-97	293.0
sp|P63098|CANB1_HUMAN	sp|P25296|CANB_YEAST	58.974	156	5.6300000000000005e-64	192.0
sp|P63165|SUMO1_HUMAN	sp|Q12306|SUMO_YEAST	47.423	97	5.37e-24	85.9
sp|P63167|DYL1_HUMAN	sp|Q02647|DYL1_YEAST	48.81	84	2.35e-31	103.0
sp|P63173|RL38_HUMAN	sp|P49167|RL38_YEAST	50.0	78	7.56e-16	63.2
sp|P63208|SKP1_HUMAN	sp|P52286|SKP1_YEAST	42.932	191	3.92e-50	157.0
sp|P63220|RS21_HUMAN	sp|P0C0V8|RS21A_YEAST	58.228	79	1.04e-30	101.0
sp|P63241|IF5A1_HUMAN	sp|P23301|IF5A1_YEAST	64.189	148	1.89e-74	217.0
sp|P63244|RACK1_HUMAN	sp|P38011|GBLP_YEAST	53.822	314	1.83e-120	347.0
sp|P63272|SPT4H_HUMAN	sp|P32914|SPT4_YEAST	43.434	99	5.67e-25	89.0
sp|P63279|UBC9_HUMAN	sp|P50623|UBC9_YEAST	56.41	156	3.15e-67	199.0
sp|P67775|PP2AA_HUMAN	sp|P23595|PP2A2_YEAST	76.159	302	0.0	505.0
sp|P67870|CSK2B_HUMAN	sp|P38930|CSK2C_YEAST	46.535	202	3.86e-66	202.0
sp|P68104|EF1A1_HUMAN	sp|P02994|EF1A_YEAST	81.49	443	0.0	760.0
sp|P68366|TBA4A_HUMAN	sp|P09733|TBA1_YEAST	74.439	446	0.0	693.0
sp|P68400|CSK21_HUMAN	sp|P19454|CSK22_YEAST	59.509	326	1.7e-143	409.0
sp|P78316|NOP14_HUMAN	sp|Q99207|NOP14_YEAST	25.463	432	3.3600000000000004e-32	132.0
sp|P78318|IGBP1_HUMAN	sp|Q04372|TAP42_YEAST	26.023	342	6.27e-19	84.7
sp|P78329|CP4F2_HUMAN	sp|P21595|CP56_YEAST	27.041	392	8.6e-22	96.3
sp|P78330|SERB_HUMAN	sp|P42941|SERB_YEAST	31.818	198	5.24e-18	79.0
sp|P78346|RPP30_HUMAN	sp|P38786|RPP1_YEAST	28.821	229	6.5699999999999994e-24	95.9
sp|P78368|KC1G2_HUMAN	sp|P23292|KC12_YEAST	57.093	289	3.56e-117	350.0
sp|P78371|TCPB_HUMAN	sp|P39076|TCPB_YEAST	65.905	525	0.0	689.0
sp|P78406|RAE1L_HUMAN	sp|P40066|GLE2_YEAST	41.161	379	3.1e-93	281.0
sp|P78549|NTH_HUMAN	sp|P31378|NTH1_YEAST	43.836	219	1.9999999999999998e-54	180.0
sp|P80108|PHLD_HUMAN	sp|P47014|YJN2_YEAST	32.215	149	7.28e-12	67.0
sp|P80404|GABT_HUMAN	sp|P17649|GABAT_YEAST	43.077	455	1.4499999999999999e-131	388.0
sp|P82251|BAT1_HUMAN	sp|P50276|MUP1_YEAST	28.265	513	4.1699999999999996e-39	147.0
sp|P82675|RT05_HUMAN	sp|P33759|RT05_YEAST	33.548	155	7.22e-18	82.0
sp|P82914|RT15_HUMAN	sp|P21771|RT28_YEAST	30.252	119	1.76e-08	52.0
sp|P82932|RT06_HUMAN	sp|P28778|RT06_YEAST	29.167	96	5.98e-07	43.5
sp|P82933|RT09_HUMAN	sp|P38120|RT09_YEAST	37.037	189	5.75e-19	84.3
sp|P83731|RL24_HUMAN	sp|P24000|RL24B_YEAST	57.658	111	5.3e-41	132.0
sp|P83876|TXN4A_HUMAN	sp|Q06819|DIB1_YEAST	65.942	138	2.01e-66	196.0
sp|P83881|RL36A_HUMAN	sp|P0CX27|RL44A_YEAST	73.148	108	9.22e-45	138.0
sp|P84077|ARF1_HUMAN	sp|P19146|ARF2_YEAST	76.796	181	1.29e-106	301.0
sp|P84098|RL19_HUMAN	sp|P0CX83|RL19B_YEAST	60.241	166	9.12e-63	191.0
sp|P84101|SERF2_HUMAN	sp|Q3E7B7|YD85C_YEAST	50.0	48	1.5e-07	41.6
sp|P84243|H33_HUMAN	sp|P61830|H3_YEAST	90.441	136	3.7200000000000004e-88	250.0
sp|P98194|AT2C1_HUMAN	sp|P13586|ATC1_YEAST	50.277	903	0.0	849.0
sp|P99999|CYC_HUMAN	sp|P00044|CYC1_YEAST	64.356	101	8.24e-46	141.0
sp|Q00266|METK1_HUMAN	sp|P10659|METK1_YEAST	68.947	380	0.0	552.0
sp|Q00325|S25A3_HUMAN	sp|P40035|PIC2_YEAST	49.481	289	5.6299999999999994e-95	283.0
sp|Q00341|VIGLN_HUMAN	sp|P06105|SC160_YEAST	22.944	985	2.07e-43	171.0
sp|Q00403|TF2B_HUMAN	sp|P29055|TF2B_YEAST	36.242	298	2.97e-56	184.0
sp|Q00526|CDK3_HUMAN	sp|P00546|CDK1_YEAST	64.931	288	1.38e-138	392.0
sp|Q00610|CLH1_HUMAN	sp|P22137|CLH_YEAST	49.818	1652	0.0	1652.0
sp|Q00613|HSF1_HUMAN	sp|P10961|HSF_YEAST	30.603	232	5.19e-34	135.0
sp|Q00765|REEP5_HUMAN	sp|Q12402|YOP1_YEAST	35.625	160	2.2e-28	102.0
sp|Q00796|DHSO_HUMAN	sp|Q07993|XYL2_YEAST	44.444	333	5.27e-97	290.0
sp|Q01085|TIAR_HUMAN	sp|P32588|PUB1_YEAST	42.604	169	6.799999999999999e-38	139.0
sp|Q01415|GALK2_HUMAN	sp|P04385|GAL1_YEAST	35.108	507	1.1099999999999999e-82	262.0
sp|Q01433|AMPD2_HUMAN	sp|P15274|AMPD_YEAST	52.648	623	0.0	644.0
sp|Q01581|HMCS1_HUMAN	sp|P54839|ERG13_YEAST	48.796	457	5.83e-150	436.0
sp|Q01658|NC2B_HUMAN	sp|Q92317|NCB2_YEAST	40.31	129	6.59e-21	82.0
sp|Q01780|EXOSX_HUMAN	sp|Q12149|RRP6_YEAST	32.373	590	1.54e-82	279.0
sp|Q01831|XPC_HUMAN	sp|P14736|RAD4_YEAST	26.842	380	9.910000000000001e-27	115.0
sp|Q02080|MEF2B_HUMAN	sp|Q12224|RLM1_YEAST	43.299	97	6.59e-21	92.0
sp|Q02218|ODO1_HUMAN	sp|P20967|ODO1_YEAST	45.192	1040	0.0	862.0
sp|Q02543|RL18A_HUMAN	sp|P0CX24|RL20B_YEAST	55.556	171	4.0600000000000003e-66	198.0
sp|Q02878|RL6_HUMAN	sp|Q02326|RL6A_YEAST	45.251	179	1.44e-39	134.0
sp|Q02880|TOP2B_HUMAN	sp|P06786|TOP2_YEAST	47.889	1184	0.0	1058.0
sp|Q03426|KIME_HUMAN	sp|P07277|ERG12_YEAST	31.961	413	3.22e-58	194.0
sp|Q03468|ERCC6_HUMAN	sp|P40352|RAD26_YEAST	50.968	620	0.0	639.0
sp|Q03701|CEBPZ_HUMAN	sp|Q12176|MAK21_YEAST	33.333	675	2.42e-98	332.0
sp|Q04446|GLGB_HUMAN	sp|P32775|GLGB_YEAST	59.216	689	0.0	786.0
sp|Q04760|LGUL_HUMAN	sp|P50107|LGUL_YEAST	48.299	147	6.29e-41	139.0
sp|Q05932|FOLC_HUMAN	sp|Q08645|FOLE_YEAST	41.485	458	1.68e-104	324.0
sp|Q06055|AT5G2_HUMAN	sp|P61829|ATP9_YEAST	63.38	71	3.4e-25	89.7
sp|Q06136|KDSR_HUMAN	sp|P38342|KDSR_YEAST	26.282	312	5.45e-16	75.5
sp|Q06203|PUR1_HUMAN	sp|P04046|PUR1_YEAST	34.461	473	7.2e-72	235.0
sp|Q06265|EXOS9_HUMAN	sp|Q05636|RRP45_YEAST	34.828	290	4.85e-65	209.0
sp|Q06609|RAD51_HUMAN	sp|P25454|RAD51_YEAST	66.569	341	3.86e-161	454.0
sp|Q07020|RL18_HUMAN	sp|P0CX50|RL18B_YEAST	55.319	188	4.3999999999999995e-61	186.0
sp|Q07326|PIGF_HUMAN	sp|Q06636|GPI11_YEAST	31.624	117	1.66e-09	53.9
sp|Q07352|TISB_HUMAN	sp|P47976|CTH1_YEAST	51.471	68	7.93e-20	86.7
sp|Q07837|SLC31_HUMAN	sp|P53051|MALX3_YEAST	30.522	498	2.08e-53	191.0
sp|Q07864|DPOE1_HUMAN	sp|P21951|DPOE_YEAST	43.192	1961	0.0	1546.0
sp|Q07889|SOS1_HUMAN	sp|P04821|CDC25_YEAST	29.783	460	2.4199999999999997e-40	161.0
sp|Q08170|SRSF4_HUMAN	sp|Q01560|NOP3_YEAST	26.163	172	8.11e-16	77.4
sp|Q08209|PP2BA_HUMAN	sp|P14747|PP2B2_YEAST	50.743	538	0.0	546.0
sp|Q08623|HDHD1_HUMAN	sp|Q86ZR7|YKD3A_YEAST	35.47	234	1.13e-31	114.0
sp|Q08752|PPID_HUMAN	sp|P53691|PPID_YEAST	45.333	375	7.28e-98	293.0
sp|Q08945|SSRP1_HUMAN	sp|Q04636|POB3_YEAST	31.393	567	9.499999999999999e-91	291.0
sp|Q08AI6|S38AB_HUMAN	sp|P39981|AVT2_YEAST	30.5	400	9.010000000000001e-44	157.0
sp|Q08AM6|VAC14_HUMAN	sp|Q06708|VAC14_YEAST	40.714	280	1.8e-58	212.0
sp|Q08J23|NSUN2_HUMAN	sp|P38205|NCL1_YEAST	35.994	689	2.91e-144	437.0
sp|Q09028|RBBP4_HUMAN	sp|P39984|HAT2_YEAST	37.845	399	3.2399999999999994e-89	274.0
sp|Q09161|NCBP1_HUMAN	sp|P34160|NCBP1_YEAST	21.893	338	4.5e-17	84.0
sp|Q0GE19|NTCP7_HUMAN	sp|Q05131|RCH1_YEAST	24.868	378	4.21e-28	111.0
sp|Q10570|CPSF1_HUMAN	sp|Q06632|CFT1_YEAST	24.115	593	5.5399999999999995e-42	166.0
sp|Q10713|MPPA_HUMAN	sp|P11914|MPPA_YEAST	37.3	437	2.5900000000000003e-79	254.0
sp|Q12788|TBL3_HUMAN	sp|Q05946|UTP13_YEAST	30.182	825	2.5e-119	377.0
sp|Q12824|SNF5_HUMAN	sp|Q06168|SFH1_YEAST	31.604	212	1.49e-29	116.0
sp|Q12874|SF3A3_HUMAN	sp|P19736|PRP9_YEAST	27.778	414	1e-36	140.0
sp|Q12887|COX10_HUMAN	sp|P21592|COX10_YEAST	33.333	444	7.22e-62	206.0
sp|Q12893|TM115_HUMAN	sp|Q12239|TM115_YEAST	23.616	271	5.57e-15	73.2
sp|Q12904|AIMP1_HUMAN	sp|P46672|ARC1_YEAST	54.676	139	2.27e-47	161.0
sp|Q12962|TAF10_HUMAN	sp|Q12030|TAF10_YEAST	32.558	129	1.01e-19	81.6
sp|Q12986|NFX1_HUMAN	sp|P53971|FAP1_YEAST	30.607	856	2.29e-97	330.0
sp|Q12996|CSTF3_HUMAN	sp|P25298|RNA14_YEAST	27.903	534	8e-60	211.0
sp|Q13042|CDC16_HUMAN	sp|P09798|CDC16_YEAST	32.588	537	8.89e-88	289.0
sp|Q13057|COASY_HUMAN	sp|P53332|COAD_YEAST	36.306	157	3.03e-29	115.0
sp|Q13112|CAF1B_HUMAN	sp|Q04199|CAF1B_YEAST	34.273	461	3.8200000000000003e-85	270.0
sp|Q13126|MTAP_HUMAN	sp|Q07938|MTAP_YEAST	35.401	274	9.44e-44	150.0
sp|Q13144|EI2BE_HUMAN	sp|P32501|EI2BE_YEAST	28.552	732	6.12e-90	294.0
sp|Q13153|PAK1_HUMAN	sp|Q03497|STE20_YEAST	60.36	333	1.24e-133	409.0
sp|Q13164|MK07_HUMAN	sp|Q00772|SLT2_YEAST	48.324	358	1.27e-113	352.0
sp|Q13190|STX5_HUMAN	sp|Q01590|SED5_YEAST	31.325	332	8.18e-34	125.0
sp|Q13200|PSMD2_HUMAN	sp|P38764|RPN1_YEAST	38.263	967	0.0	603.0
sp|Q13206|DDX10_HUMAN	sp|P20448|DBP4_YEAST	51.125	489	1.34e-166	501.0
sp|Q13216|ERCC8_HUMAN	sp|Q12021|RAD28_YEAST	26.804	194	2.42e-14	72.4
sp|Q13257|MD2L1_HUMAN	sp|P40958|MAD2_YEAST	43.147	197	3.17e-50	159.0
sp|Q13286|CLN3_HUMAN	sp|P47040|BTN1_YEAST	36.341	399	2.24e-49	171.0
sp|Q13315|ATM_HUMAN	sp|P38110|ATM_YEAST	32.24	732	1.02e-98	356.0
sp|Q13332|PTPRS_HUMAN	sp|P25044|PTP1_YEAST	35.034	294	2.4500000000000002e-36	139.0
sp|Q13347|EIF3I_HUMAN	sp|P40217|EIF3I_YEAST	45.045	333	9.37e-102	301.0
sp|Q13367|AP3B2_HUMAN	sp|P46682|AP3B_YEAST	29.196	572	2.7499999999999997e-68	243.0
sp|Q13395|TARB1_HUMAN	sp|Q07527|TRM3_YEAST	46.405	153	1.47e-39	159.0
sp|Q13405|RM49_HUMAN	sp|P25642|IMG2_YEAST	36.585	82	4.6e-07	45.1
sp|Q13415|ORC1_HUMAN	sp|P54784|ORC1_YEAST	29.512	471	5.310000000000001e-57	209.0
sp|Q13416|ORC2_HUMAN	sp|P32833|ORC2_YEAST	26.415	318	1.14e-34	136.0
sp|Q13435|SF3B2_HUMAN	sp|Q02554|CUS1_YEAST	41.441	222	3.12e-46	170.0
sp|Q13438|OS9_HUMAN	sp|Q99220|OS9_YEAST	27.517	149	3.21e-07	51.2
sp|Q13472|TOP3A_HUMAN	sp|P13099|TOP3_YEAST	41.64	634	5.4e-150	458.0
sp|Q13509|TBB3_HUMAN	sp|P02557|TBB_YEAST	75.854	439	0.0	699.0
sp|Q13526|PIN1_HUMAN	sp|P22696|ESS1_YEAST	46.061	165	9.75e-44	140.0
sp|Q13530|SERC3_HUMAN	sp|Q12116|TMS1_YEAST	31.474	502	1.71e-62	208.0
sp|Q13535|ATR_HUMAN	sp|P38111|ATR_YEAST	25.078	1607	9.090000000000001e-116	410.0
sp|Q13547|HDAC1_HUMAN	sp|P32561|RPD3_YEAST	63.476	397	0.0	568.0
sp|Q13564|ULA1_HUMAN	sp|Q12059|ULA1_YEAST	26.022	538	5.17e-40	149.0
sp|Q13573|SNW1_HUMAN	sp|P28004|PRP45_YEAST	26.615	387	1.7599999999999998e-24	103.0
sp|Q13596|SNX1_HUMAN	sp|Q92331|VPS5_YEAST	27.407	405	2.74e-33	132.0
sp|Q13601|KRR1_HUMAN	sp|P25586|KRR1_YEAST	64.384	292	2.6600000000000003e-125	362.0
sp|Q13608|PEX6_HUMAN	sp|P33760|PEX6_YEAST	38.593	583	4.1500000000000004e-117	382.0
sp|Q13610|PWP1_HUMAN	sp|P21304|PWP1_YEAST	34.47	528	1.2e-69	231.0
sp|Q13613|MTMR1_HUMAN	sp|P47147|YMR1_YEAST	32.484	471	1.26e-69	238.0
sp|Q13616|CUL1_HUMAN	sp|Q12018|CDC53_YEAST	31.802	827	1.1300000000000001e-133	414.0
sp|Q13618|CUL3_HUMAN	sp|P53202|CUL3_YEAST	26.562	768	2.7700000000000002e-59	212.0
sp|Q13724|MOGS_HUMAN	sp|P53008|CWH41_YEAST	29.988	827	7.67e-97	319.0
sp|Q13765|NACA_HUMAN	sp|P38879|NACA_YEAST	37.037	162	1.05e-24	94.0
sp|Q13795|ARFRP_HUMAN	sp|Q02804|ARL3_YEAST	48.223	197	2.35e-62	190.0
sp|Q13823|NOG2_HUMAN	sp|P53742|NOG2_YEAST	55.856	444	1.0600000000000001e-173	504.0
sp|Q13838|DX39B_HUMAN	sp|Q07478|SUB2_YEAST	62.87	439	0.0	579.0
sp|Q13867|BLMH_HUMAN	sp|Q01532|BLH1_YEAST	39.093	463	3.0999999999999998e-108	327.0
sp|Q13868|EXOS2_HUMAN	sp|P38792|RRP4_YEAST	41.554	296	8.98e-70	218.0
sp|Q13889|TF2H3_HUMAN	sp|Q12004|TFB4_YEAST	30.53	321	4.29e-41	144.0
sp|Q13895|BYST_HUMAN	sp|P38333|ENP1_YEAST	33.747	483	5.02e-90	279.0
sp|Q13907|IDI1_HUMAN	sp|P15496|IDI1_YEAST	50.0	228	4.95e-71	216.0
sp|Q13948|CASP_HUMAN	sp|P34237|CASP_YEAST	27.699	704	3.63e-55	198.0
sp|Q13952|NFYC_HUMAN	sp|Q02516|HAP5_YEAST	59.048	105	5.89e-37	134.0
sp|Q14008|CKAP5_HUMAN	sp|P46675|STU2_YEAST	26.165	558	2.03e-36	148.0
sp|Q14061|COX17_HUMAN	sp|Q12287|COX17_YEAST	48.0	50	2.51e-09	46.2
sp|Q14137|BOP1_HUMAN	sp|Q04660|ERB1_YEAST	41.018	668	0.0	543.0
sp|Q14152|EIF3A_HUMAN	sp|P38249|EIF3A_YEAST	28.07	912	8.79e-87	303.0
sp|Q14181|DPOA2_HUMAN	sp|P38121|DPOA2_YEAST	28.131	487	8.88e-40	152.0
sp|Q14197|ICT1_HUMAN	sp|Q12322|YO114_YEAST	34.074	135	4.8e-16	71.2
